Precision	Recall	Confidence
1.0	0.00036832412523020257	-8.296966370835435e-06
0.9615384615384616	0.0007083156254426973	-1.0447068234498147e-05
0.9487179487179488	0.001048307125655192	-1.1489504686323926e-05
0.9230769230769231	0.0017514713647310335	-1.1761982932512183e-05
0.8984615384615384	0.0020461306649151956	-1.234478440892417e-05
0.9153846153846154	0.0024144547901453982	-1.4753903087694198e-05
0.9274725274725275	0.0027827789153756005	-1.5576681107631885e-05
0.9365384615384615	0.003151103040605803	-1.6117095583467744e-05
0.9356532356532357	0.003729898094538979	-1.807646367524285e-05
0.9309768009768009	0.004057297316965826	-2.1505355107365176e-05
0.9271506271506271	0.0043846965393926724	-2.2459029423771426e-05
0.9213166463166464	0.005121344789853078	-2.2842770704301074e-05
0.9273692119845968	0.0054896689150832805	-2.3928556402097456e-05
0.8831065759637189	0.005811952524659708	-2.7840047550853342e-05
0.884838864838865	0.0061467926385053466	-2.839830267475918e-05
0.8535748973248974	0.006453729409530515	-2.8473990823840722e-05
0.846501864148923	0.0068056835736393755	-2.9617185646202415e-05
0.8550295383628718	0.007358169761484679	-3.215022661606781e-05
0.8591507907297382	0.007701938945032868	-3.3219654142158106e-05
0.8661932511932513	0.008070263070263073	-3.327821468701586e-05
0.8725650011364298	0.008438587195493275	-3.517375444062054e-05
0.8745696222968949	0.00877621764362096	-3.723476402228698e-05
0.8774655722226055	0.009122875643837621	-3.8279937143670395e-05
0.8678652910270558	0.00939298000233977	-3.852162990369834e-05
0.8731506793859736	0.010111212046538665	-4.158330921200104e-05
0.87802949940959	0.010743501794850513	-4.218926187604666e-05
0.8825469253573829	0.011111825920080714	-4.2757987102959305e-05
0.8867416780231906	0.011531306173815113	-4.365865606814623e-05
0.8906471374017013	0.011899630299045314	-4.5193566620582715e-05
0.8942922328216446	0.012472578938292296	-4.7640365664847195e-05
0.89770216079514	0.012840903063522499	-5.199598308536224e-05
0.887010079381403	0.013442499134731827	-5.6624412536621094e-05
0.8769660029018318	0.013755454273816315	-5.9954822063446045e-05
0.8717611204635426	0.014013281161477452	-6.523132469737902e-05
0.8631801904911148	0.014995478828757994	-8.693985000718385e-05
0.8642029629774729	0.015363802953988197	-9.192161815008149e-05
0.858864144158262	0.01560935237080833	-9.235582547262311e-05
0.8609335087856761	0.015977676496038533	-0.00010181427205679938
0.8467478369627691	0.016204337496180197	-0.0001224336156155914
0.8430791410386999	0.016462164383841342	-0.00012583835632540286
0.8432479424767805	0.016775239890287015	-0.00013593147741630673
0.8414856288280658	0.017437479226559496	-0.00014246426871977746
0.843510879984888	0.01777949448570183	-0.00014713832933921367
0.8413856327125043	0.018055737579624483	-0.0001472126314183697
0.8430585445781525	0.018393368027752165	-0.00014972686767578125
0.8437529240438447	0.018899813699943695	-0.00015055338735692203
0.8399851313336921	0.019268137825173896	-0.00015390486805699766
0.8417162103283427	0.019562797125358057	-0.00016264915757346898
0.8388240427706213	0.02021759557021175	-0.00017095866496674716
0.8377618476294946	0.02050699309717834	-0.00017356376338284463
0.8409429878720535	0.02087531722240854	-0.00019095036259386688
0.8306881670993662	0.021197600831984968	-0.00020611727086361498
0.826625835934937	0.02165800598852272	-0.00021273749007377774
0.8285137172800572	0.02212279595607512	-0.0002245409705210477
0.8283258645691801	0.022399039049997772	-0.00022602081298828125
0.820113278641723	0.022767363175227973	-0.00023177984985522926
0.8180060281392367	0.02350401142568838	-0.00024245766690000892
0.8120694450769449	0.02521525700433727	-0.0002693350543268025
0.8135597934654712	0.02581127240698251	-0.00027653243159875274
0.8148152783891949	0.026138671629409353	-0.00028133392333984375
0.8178510934975687	0.026506995754639558	-0.0002837578358594328
0.8097533254360628	0.027260386010792247	-0.0002935097727458924
0.809371753376987	0.02754978353775883	-0.0002942085266113281
0.8117253197304716	0.02790337469797982	-0.00030422210693359375
0.8135229521741786	0.028245389957122155	-0.00030634619179181755
0.8125604832018426	0.028466384432260277	-0.00030798069201409817
0.8141143068356459	0.028804014880387967	-0.0003086391370743513
0.8168479199704158	0.029172339005618164	-0.0003425338654778898
0.8077951222569754	0.029516108189166352	-0.00037311154301278293
0.819502297941859	0.029516108189166352	-0.0003590810811147094
0.809960521401785	0.029870266001887705	-0.00038734235567972064
0.812599958604538	0.030238590127117906	-0.00039222746272571385
0.8151670824592704	0.03060691425234811	-0.00043674136395566165
0.8163134732368478	0.030938405965055295	-0.00043932595872320235
0.8139141420785382	0.031269897677762476	-0.0004618300299625844
0.8097836928406628	0.03145405974037757	-0.00046212333836592734
0.8091982667304325	0.031796074999519905	-0.0004916191101074219
0.8079814391349874	0.03232225232127734	-0.0005375317414291203
0.8104120538294811	0.032690576446507545	-0.0005446724244393408
0.8127819031566126	0.03305890057173775	-0.0005658654845319688
0.8131939024528747	0.03376835530125645	-0.00057306292001158
0.8090841045716259	0.03465428643580637	-0.000587761402130127
0.8100456079971351	0.03494894573599052	-0.0006009578937664628
0.8099260174257407	0.03524360503617469	-0.0006030930671840906
0.8089536257768818	0.03601182392594053	-0.0006040990119799972
0.8017620276919898	0.03709048743554327	-0.0006153082940727472
0.802398588950046	0.03742197914825046	-0.0006166244274936616
0.8035076958937953	0.03775347086095764	-0.0006421033176593482
