Precision	Recall	Confidence
1	0.0	-28.5530341136
1.0	0.0003198294243070363	-41.6314224575
1.0	0.0003198294243070363	-41.477747065
1.0	0.0003198294243070363	-39.3201263184
1.0	0.0003198294243070363	-37.8147355332
1.0	0.0003198294243070363	-36.3732012992
1.0	0.0003198294243070363	-33.332278694
0.5185185185185185	0.000556740108978915	-52.137846075
0.5185185185185185	0.000556740108978915	-52.1036328146
0.5185185185185185	0.000556740108978915	-51.3564151241
0.5185185185185185	0.000556740108978915	-51.2502862015
0.5185185185185185	0.000556740108978915	-50.7405095623
0.5185185185185185	0.000556740108978915	-48.9509994178
0.5185185185185185	0.000556740108978915	-48.8912244243
0.5185185185185185	0.000556740108978915	-48.266221411
0.5185185185185185	0.000556740108978915	-48.2167591418
0.5185185185185185	0.000556740108978915	-47.9456044065
0.5185185185185185	0.000556740108978915	-47.3426167905
0.5185185185185185	0.000556740108978915	-46.0002925252
0.5185185185185185	0.000556740108978915	-45.9052419116
0.5185185185185185	0.000556740108978915	-44.7242942041
0.5674603174603174	0.0007699597251836058	-53.8180983691
0.5674603174603174	0.0007699597251836058	-53.7525821832
0.5674603174603174	0.0007699597251836058	-53.1103159544
0.5674603174603174	0.0007699597251836058	-52.7508501544
0.5674603174603174	0.0007699597251836058	-52.4054861388
0.653968253968254	0.0011188645517003727	-55.6134252506
0.653968253968254	0.0011188645517003727	-54.6852071857
0.653968253968254	0.0011188645517003727	-54.5002647627
0.653968253968254	0.0011188645517003727	-54.3180926505
0.653968253968254	0.0011188645517003727	-54.0545990971
0.6560846560846562	0.0013747280911460015	-55.7568998952
0.6560846560846562	0.0013747280911460015	-55.7303518288
0.6031746031746033	0.001715879477073507	-56.930583627
0.6031746031746033	0.001715879477073507	-56.7632002996
0.6031746031746033	0.001715879477073507	-56.740578706
0.6031746031746033	0.001715879477073507	-56.4310500504
0.6031746031746033	0.001715879477073507	-55.9788417494
0.5658730158730159	0.0020204789287944936	-57.1655718565
0.5658730158730159	0.0020204789287944936	-57.1094977396
0.5658730158730159	0.0020204789287944936	-57.0913088351
0.6053391053391054	0.002446918161203875	-58.377345857
0.6053391053391054	0.002446918161203875	-58.2602365209
0.6053391053391054	0.002446918161203875	-58.1423645242
0.6053391053391054	0.002446918161203875	-58.0124054765
0.6053391053391054	0.002446918161203875	-57.5668656533
0.6053391053391054	0.002446918161203875	-57.5134996059
0.6053391053391054	0.002446918161203875	-57.2818971689
0.6104497354497355	0.0027312109828101297	-58.8956221089
